Facility ID,ED_2b,EDV,OP_18b,OP_18c,OP_2,OP_22,OP_23,OP_29,OP_31,OP_33,OP_3b,PC_01,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR
171308,NA,low,84,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171309,7,NA,72,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171310,12,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171311,15,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171312,11,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171313,21,low,119,NA,NA,0,NA,NA,NA,NA,NA,NA,23,NA,NA,31,NA
171314,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171315,8,NA,104,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171316,47,low,108,267,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171317,14,low,97,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171318,20,NA,83,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171319,2,NA,102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171321,19,low,99,146,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171322,30,low,86,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171323,11,NA,76,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171324,12,low,96,112,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171325,12,low,121,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171326,17,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171327,22,low,119,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171328,14,low,80,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171329,12,low,102,NA,NA,0,NA,NA,NA,NA,NA,NA,46,NA,NA,69,NA
171330,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171331,0,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171332,9,low,79,93,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171333,37,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171334,6,low,67,140,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
171335,NA,NA,116,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171336,16,NA,80,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171337,30,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171338,5,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171339,34,low,130,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171340,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171341,36,low,74,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171342,5,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171343,NA,low,108,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171344,34,low,94,180,NA,0,NA,NA,NA,NA,NA,NA,36,NA,NA,86,NA
171345,46,low,103,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171346,11,low,93,NA,NA,0,NA,NA,NA,NA,NA,NA,48,71,NA,83,85
171347,12,low,101,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171348,16,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171349,36,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,100,NA,82,88
171350,56,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171351,62,low,86,144,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171352,30,NA,117,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171353,21,NA,115,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171354,18,low,104,NA,NA,0,NA,NA,NA,NA,NA,NA,67,94,NA,92,76
171355,20,low,108,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171356,20,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171358,16,low,95,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171359,24,low,100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171360,34,low,126,226,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171361,6,low,80,NA,NA,0,NA,NA,NA,NA,NA,NA,9,NA,NA,55,NA
171362,42,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171363,15,low,91,202,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171364,4,NA,76,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171365,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171367,13,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171368,29,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171369,24,low,85,92,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171370,23,NA,104,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171371,55,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171372,35,low,104,134,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171373,40,NA,114,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171374,42,low,107,98,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171375,35,low,127,222,NA,0,NA,NA,NA,NA,NA,NA,67,92,NA,72,NA
171376,24,low,110,NA,NA,1,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
171377,5,low,96,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171378,16,low,70,118,NA,0,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
171379,10,low,118,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171380,41,low,121,206,NA,1,NA,98,NA,NA,NA,5,60,84,NA,80,97
171381,66,low,112,205,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171383,49,low,106,NA,NA,1,NA,100,NA,NA,NA,0,80,94,92,89,96
171384,59,low,116,164,NA,0,76,NA,NA,NA,NA,0,73,92,69,83,98
171385,25,low,71,NA,NA,0,NA,100,NA,NA,NA,0,NA,NA,NA,NA,NA
173300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180001,98,medium,134,221,NA,1,91,92,NA,97,56,NA,43,77,14,71,96
180002,53,low,124,NA,NA,1,76,95,NA,NA,NA,1,46,85,NA,60,93
180004,55,low,124,135,NA,1,NA,99,NA,NA,NA,NA,61,80,NA,82,93
180005,184,low,179,287,NA,4,64,89,NA,NA,NA,0,27,69,NA,59,68
180009,128,NA,158,188,NA,NA,53,NA,NA,NA,NA,6,66,81,94,89,89
180010,190,medium,125,198,NA,4,92,99,NA,100,NA,NA,63,86,89,79,88
180011,142,NA,169,494,NA,NA,71,NA,NA,NA,NA,3,52,82,73,76,80
180012,128,very high,189,238,NA,2,82,71,NA,NA,NA,4,41,73,62,63,93
180013,98,NA,196,257,NA,NA,87,NA,NA,NA,NA,3,45,69,66,78,87
180016,66,low,145,194,NA,1,55,94,NA,NA,NA,NA,36,71,NA,71,50
180017,98,medium,138,NA,NA,1,86,98,NA,NA,NA,2,64,85,61,81,96
180018,88,NA,152,171,NA,NA,92,NA,NA,NA,NA,7,56,84,80,74,88
180019,85,low,126,130,NA,1,64,93,NA,NA,NA,0,69,84,NA,86,99
180020,74,NA,211,335,NA,NA,73,NA,NA,NA,NA,0,55,100,NA,83,60
180024,37,low,132,NA,NA,0,83,84,NA,NA,54,5,67,94,NA,78,96
180025,68,NA,170,193,NA,NA,NA,100,NA,100,NA,0,53,84,65,72,96
180027,74,low,162,208,NA,2,47,72,NA,NA,NA,0,46,84,8,71,88
180029,174,NA,169,233,NA,NA,78,NA,NA,NA,NA,0,62,96,91,79,80
180035,123,very high,138,226,NA,0,100,91,NA,96,NA,0,46,78,28,68,94
180036,53,medium,189,203,NA,2,64,96,NA,NA,NA,NA,47,68,NA,84,79
180038,59,very high,168,312,NA,2,86,97,NA,96,NA,1,53,78,50,83,84
18003F,92,high,174,NA,NA,4,NA,100,NA,NA,NA,3,NA,NA,NA,NA,NA
180040,115,very high,150,210,NA,2,47,72,NA,NA,50,NA,54,87,81,72,85
180043,65,low,142,294,NA,3,NA,NA,NA,NA,NA,0,66,84,58,83,96
180044,63,high,147,218,NA,0,100,100,NA,100,NA,0,79,95,91,89,92
180045,114,high,151,299,NA,1,89,100,NA,NA,47,NA,46,82,38,69,96
180046,44,low,96,132,NA,0,NA,88,100,NA,NA,NA,81,96,NA,87,100
180048,109,medium,132,172,NA,1,82,100,NA,NA,NA,0,55,81,66,78,92
180049,53,medium,138,235,NA,1,NA,92,NA,NA,NA,0,53,91,56,76,89
180050,78,NA,159,209,NA,NA,89,NA,NA,NA,NA,0,43,76,83,63,89
180051,94,NA,176,258,NA,NA,87,NA,NA,NA,70,0,54,82,73,76,89
180056,62,NA,126,146,NA,NA,NA,NA,NA,NA,NA,0,59,86,NA,73,92
180064,88,NA,144,NA,NA,NA,94,NA,NA,NA,38,0,54,92,NA,68,90
180066,67,low,112,NA,NA,1,NA,77,NA,NA,NA,NA,55,89,NA,72,91
180067,538,very high,150,135,NA,1,NA,100,NA,78,NA,10,17,52,NA,50,57
180069,66,low,154,274,NA,2,NA,68,NA,NA,NA,NA,63,85,NA,79,100
180070,81,low,106,NA,NA,1,NA,93,NA,NA,NA,0,52,81,100,72,89
180078,94,low,128,NA,NA,2,NA,52,NA,NA,NA,NA,77,93,75,91,95
180079,53,NA,145,140,NA,NA,NA,NA,NA,NA,NA,0,68,96,55,83,100
180080,87,high,198,158,NA,3,65,79,NA,NA,NA,3,68,98,50,81,94
180087,113,low,129,NA,NA,1,40,100,NA,NA,NA,0,47,70,18,84,91
180088,119,very high,174,269,NA,3,58,98,NA,95,NA,2,50,78,54,78,86
180092,40,medium,145,NA,NA,1,64,87,NA,NA,30,0,80,93,62,94,100
180093,84,medium,214,260,NA,4,80,NA,NA,NA,NA,0,61,87,71,76,93
180095,40,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180101,88,medium,118,151,NA,1,83,99,NA,NA,48,0,58,94,13,80,95
180102,88,NA,182,225,NA,NA,79,NA,NA,NA,NA,4,30,63,NA,71,73
180103,122,high,228,293,NA,2,NA,93,NA,93,NA,1,62,91,81,77,90
180104,63,medium,190,178,NA,1,77,96,NA,70,NA,1,65,86,53,84,99
180105,34,NA,84,128,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,56,NA
180106,68,NA,124,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180115,57,low,122,168,NA,1,NA,88,NA,NA,NA,NA,17,NA,NA,43,NA
180116,54,medium,106,150,NA,1,NA,71,NA,NA,26,0,50,78,86,79,80
180124,76,high,136,NA,NA,1,93,95,NA,NA,NA,NA,73,82,88,92,99
180127,75,medium,131,190,NA,1,94,100,NA,NA,NA,0,71,87,100,88,91
180128,57,medium,162,NA,NA,3,NA,97,NA,NA,91,NA,92,98,95,96,99
180130,109,very high,200,197,NA,1,27,96,NA,93,NA,2,53,88,56,74,89
180132,92,high,171,226,NA,1,96,32,NA,55,NA,0,51,78,71,72,95
180138,57,low,140,NA,NA,1,39,95,NA,NA,NA,0,75,95,80,87,93
180139,88,low,115,203,NA,2,NA,NA,NA,NA,NA,NA,86,91,100,94,100
180141,175,high,207,254,NA,1,NA,86,NA,95,NA,2,39,80,NA,55,91
180143,172,medium,176,NA,NA,3,69,96,NA,NA,NA,5,53,86,NA,66,93
180149,64,low,93,140,NA,0,NA,NA,NA,NA,NA,NA,73,92,NA,87,100
180154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181301,70,NA,105,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181302,95,low,97,112,NA,0,NA,50,NA,NA,NA,NA,20,NA,NA,73,64
181304,71,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181305,41,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181306,36,low,98,NA,NA,1,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA
181307,42,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181308,52,low,84,153,NA,1,NA,96,NA,NA,NA,NA,73,NA,NA,100,NA
181309,58,low,121,146,NA,1,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
181310,85,NA,86,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181311,64,low,106,NA,NA,0,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA
181314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181315,66,low,101,115,NA,1,NA,86,NA,NA,NA,0,NA,NA,NA,NA,NA
181316,26,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181317,34,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181319,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181320,27,low,89,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181323,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181325,70,low,161,146,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181327,44,low,121,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181328,44,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,89,NA,79,89
181329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181330,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181331,50,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181332,NA,NA,102,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190002,118,very high,127,369,NA,1,NA,78,NA,94,NA,1,63,88,89,79,89
190004,74,high,140,277,NA,2,86,NA,NA,97,NA,0,59,75,66,88,90
190005,234,medium,264,531,NA,7,NA,84,NA,82,NA,NA,44,78,50,72,80
190006,105,NA,113,263,NA,NA,NA,96,NA,NA,NA,NA,66,94,80,80,88
190007,85,medium,163,320,NA,4,67,93,NA,NA,NA,0,77,88,NA,92,98
190008,90,high,132,254,NA,3,83,98,NA,NA,NA,0,62,87,88,82,87
190011,199,high,110,820,NA,1,NA,98,NA,NA,NA,5,44,76,27,77,91
190013,91,medium,128,202,NA,1,65,100,NA,NA,NA,6,74,96,75,86,97
190014,89,medium,80,160,NA,1,91,96,NA,NA,38,0,76,92,86,87,98
190015,150,very high,124,177,NA,2,83,68,NA,NA,NA,0,54,82,62,75,88
190017,182,NA,122,331,NA,NA,92,94,NA,86,NA,1,33,69,37,60,89
190019,186,NA,181,298,NA,NA,100,97,NA,100,NA,4,46,70,37,80,93
190020,120,medium,159,354,NA,3,82,100,NA,NA,NA,0,52,76,62,81,93
190025,40,low,90,220,NA,1,NA,100,NA,NA,NA,NA,76,97,NA,84,94
190026,116,very high,207,520,NA,1,92,99,NA,88,NA,0,71,90,NA,86,90
190027,189,NA,172,254,NA,NA,91,94,NA,NA,NA,NA,56,80,NA,85,81
190034,77,NA,90,318,NA,NA,NA,90,NA,NA,NA,0,42,57,NA,88,100
190036,129,very high,160,297,NA,1,71,97,NA,75,NA,1,50,83,58,77,79
190039,232,NA,134,357,NA,NA,NA,NA,NA,NA,NA,0,51,72,62,81,93
190040,110,medium,213,461,NA,2,60,80,NA,98,NA,10,52,80,57,82,83
190041,193,NA,119,NA,NA,NA,NA,93,NA,41,NA,0,64,89,NA,87,81
190044,44,medium,98,188,NA,2,17,46,NA,NA,NA,NA,48,66,41,81,100
190045,191,high,168,228,NA,1,77,96,NA,NA,NA,0,64,83,60,93,90
190046,106,medium,126,156,NA,1,NA,94,NA,38,NA,0,39,81,40,69,87
190050,56,medium,122,210,NA,0,NA,100,NA,NA,NA,0,51,71,NA,85,98
190053,85,low,96,210,NA,2,79,NA,NA,NA,NA,0,61,79,NA,84,98
190054,136,medium,138,506,NA,2,100,47,NA,NA,NA,0,90,96,100,96,98
190060,94,very high,160,261,NA,2,75,100,NA,100,NA,0,35,77,NA,60,75
190064,167,very high,151,243,NA,1,64,97,NA,NA,NA,NA,51,80,38,79,79
190065,165,high,154,206,NA,0,NA,92,NA,NA,NA,0,77,97,NA,96,76
190079,78,NA,100,175,NA,NA,53,100,NA,NA,NA,NA,70,92,NA,91,94
190081,40,low,120,NA,NA,2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
190086,118,medium,128,347,NA,3,77,100,NA,NA,NA,10,70,85,95,84,100
190088,60,low,81,134,NA,2,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
190090,35,NA,90,NA,NA,NA,NA,59,NA,NA,NA,NA,78,86,NA,96,100
190098,246,very high,220,790,NA,6,NA,99,NA,NA,NA,3,27,55,NA,70,72
190099,55,low,64,77,NA,1,NA,100,95,NA,NA,NA,15,NA,NA,62,NA
190102,74,NA,143,237,NA,NA,NA,NA,NA,NA,NA,0,69,89,73,85,93
190106,65,NA,100,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190111,179,NA,125,175,NA,NA,76,85,NA,95,NA,8,51,76,71,79,85
190114,63,low,142,141,NA,4,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA
190116,57,NA,118,NA,NA,NA,43,NA,NA,NA,NA,3,13,NA,NA,73,NA
190118,49,NA,161,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190125,284,NA,168,196,NA,NA,25,NA,NA,NA,NA,5,66,85,64,87,91
190128,17,low,147,NA,NA,0,NA,93,NA,NA,NA,3,62,NA,NA,85,NA
190133,68,low,82,73,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190140,188,NA,152,267,NA,NA,67,NA,NA,NA,NA,NA,40,87,NA,66,58
190144,81,medium,86,NA,NA,1,87,95,NA,NA,NA,0,83,90,94,95,98
190145,102,low,130,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,68,7
190146,158,high,152,322,NA,1,31,95,NA,89,NA,0,55,73,56,79,97
190151,59,low,84,NA,NA,1,NA,46,NA,NA,NA,NA,80,100,NA,90,85
190160,177,medium,146,260,NA,1,NA,100,NA,NA,NA,0,48,77,75,75,84
190164,68,NA,99,134,NA,NA,30,NA,NA,NA,NA,11,58,83,NA,77,88
190167,51,medium,80,326,NA,2,NA,98,NA,NA,NA,0,65,82,89,87,89
190176,101,very high,161,334,NA,0,NA,99,NA,100,NA,0,72,84,60,95,94
190183,216,medium,125,220,NA,1,NA,99,NA,NA,NA,NA,77,100,100,78,97
190184,68,low,124,168,NA,1,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA
190190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190201,65,NA,113,NA,NA,NA,NA,88,NA,NA,NA,0,62,92,NA,79,90
190202,126,very high,124,369,NA,1,87,100,NA,87,NA,0,63,80,NA,84,89
190204,90,medium,123,205,NA,0,79,NA,NA,NA,NA,NA,89,96,NA,96,92
190208,63,low,78,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190218,83,low,172,340,NA,2,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
190241,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA
190245,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
190251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190263,94,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,57,NA,69,71
190266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190267,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
190270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190274,180,medium,134,260,NA,1,72,100,NA,NA,NA,0,45,74,NA,76,79
190278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190303,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
190307,NA,low,70,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190308,69,medium,112,222,NA,1,NA,94,NA,NA,NA,NA,58,92,64,94,72
190312,136,medium,126,218,NA,0,95,95,NA,NA,60,0,45,72,73,75,82
190313,151,medium,136,NA,NA,5,NA,NA,NA,NA,NA,NA,46,82,69,78,74
190314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19050F,95,low,122,NA,NA,2,NA,92,NA,NA,NA,0,NA,NA,NA,NA,NA
191300,51,low,81,73,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191301,38,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191302,38,NA,92,140,NA,NA,55,NA,NA,NA,NA,NA,46,89,NA,66,62
191303,14,low,79,178,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191305,78,low,NA,NA,NA,2,NA,94,NA,NA,NA,NA,84,96,NA,90,95
191306,NA,low,80,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191310,74,NA,94,139,NA,NA,NA,NA,NA,NA,NA,NA,69,96,NA,83,83
191311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191313,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191315,80,low,102,232,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
191316,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191317,52,low,125,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
191318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191320,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191321,46,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191322,32,NA,83,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191323,43,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191324,72,NA,97,232,NA,NA,92,NA,NA,NA,NA,0,79,90,NA,91,97
191325,91,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191326,30,low,115,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200001,151,medium,200,415,NA,5,NA,95,NA,NA,NA,NA,50,84,91,77,70
200008,93,very high,185,322,NA,1,NA,100,NA,NA,NA,0,59,84,44,81,88
200009,200,very high,269,716,NA,2,NA,100,NA,90,NA,0,71,87,NA,86,95
20001,226,very high,151,144,NA,2,85,80,NA,83,NA,9,45,84,82,65,83
200018,79,NA,125,255,NA,NA,NA,NA,NA,NA,NA,0,62,87,NA,81,85
