Facility ID,ED_2b,EDV,OP_18b,OP_18c,OP_2,OP_22,OP_23,OP_29,OP_31,OP_33,OP_3b,PC_01,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR
351331,14,low,68,82,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351332,21,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351333,20,NA,105,151,NA,NA,82,NA,NA,NA,NA,NA,46,100,NA,88,42
351334,55,NA,109,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351335,60,low,91,108,NA,0,NA,NA,NA,NA,NA,0,83,90,NA,96,94
351336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360001,115,NA,168,214,NA,NA,67,NA,NA,NA,NA,0,63,88,92,83,83
360002,95,medium,135,211,NA,1,69,98,NA,NA,NA,0,56,89,NA,74,77
360003,194,NA,213,159,NA,NA,NA,NA,NA,NA,NA,2,29,72,37,53,79
360006,136,NA,186,404,NA,NA,NA,NA,NA,NA,NA,2,40,81,59,68,85
360008,77,high,174,243,NA,1,79,97,NA,NA,NA,10,83,94,95,92,98
360009,85,NA,131,NA,NA,NA,79,NA,NA,NA,NA,0,64,93,NA,77,89
360010,50,high,146,380,NA,1,77,76,NA,NA,53,0,56,79,53,85,96
360011,50,NA,136,174,NA,NA,100,NA,NA,NA,NA,1,98,100,NA,100,98
360012,83,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,1,70,94,92,88,77
360013,67,NA,144,237,NA,NA,74,NA,NA,NA,75,0,61,84,50,87,92
360014,58,NA,188,299,NA,NA,82,NA,NA,NA,NA,0,81,92,NA,88,100
360016,108,NA,146,204,NA,NA,NA,NA,NA,NA,NA,NA,45,78,50,73,82
360017,184,NA,116,298,6,NA,81,NA,NA,NA,NA,0,31,76,NA,53,93
360020,114,very high,163,174,NA,1,NA,100,NA,90,NA,0,44,91,NA,67,67
360025,72,high,123,254,NA,2,NA,100,NA,NA,NA,0,69,91,10,86,100
360026,87,medium,139,202,NA,1,55,96,NA,NA,NA,NA,51,76,60,74,92
360027,94,very high,120,240,NA,1,NA,87,NA,100,42,5,49,80,47,73,85
360029,69,NA,128,170,NA,NA,NA,NA,NA,NA,68,4,44,74,NA,78,68
360032,52,low,110,125,NA,0,90,99,NA,NA,NA,12,81,97,NA,86,96
360035,169,NA,172,325,NA,NA,NA,NA,NA,NA,NA,1,65,90,NA,80,83
360036,49,medium,130,287,NA,1,84,96,NA,NA,NA,0,48,74,22,73,97
360037,91,NA,88,240,NA,NA,NA,NA,NA,NA,NA,NA,40,80,NA,62,91
360039,66,very high,139,135,NA,1,76,100,NA,100,NA,3,59,87,98,73,91
360040,91,medium,137,196,NA,1,NA,99,NA,100,NA,0,73,89,NA,87,94
360041,114,medium,169,274,NA,1,66,86,NA,NA,NA,0,33,60,NA,71,84
360044,58,medium,125,306,NA,1,96,99,NA,NA,66,NA,66,86,79,83,93
360046,72,low,116,206,NA,1,36,59,NA,NA,NA,0,78,92,NA,90,97
360048,82,medium,143,NA,NA,1,NA,100,NA,NA,NA,NA,62,90,NA,80,80
360051,113,very high,140,183,NA,1,58,95,NA,NA,NA,0,57,81,92,80,85
360054,70,medium,113,245,NA,1,63,94,NA,NA,NA,0,54,83,NA,79,79
360055,120,medium,155,330,NA,1,66,77,NA,83,NA,0,59,77,NA,82,94
360056,124,NA,182,184,NA,NA,70,NA,NA,NA,NA,0,58,84,75,78,87
360058,62,low,107,287,NA,1,68,94,NA,NA,NA,0,58,78,NA,94,81
360059,317,very high,159,230,NA,1,NA,100,NA,97,NA,1,26,80,47,53,65
360064,143,NA,132,150,NA,NA,50,NA,NA,NA,NA,NA,50,82,77,78,77
360065,54,NA,146,353,NA,NA,76,NA,NA,NA,NA,0,52,85,NA,66,98
360066,64,NA,136,205,NA,NA,NA,NA,NA,NA,NA,1,59,85,66,84,83
360068,57,very high,130,133,NA,1,67,96,NA,96,NA,3,68,90,83,82,88
36006F,98,low,119,NA,NA,1,NA,99,NA,NA,NA,0,NA,NA,NA,NA,NA
360070,101,very high,190,263,NA,4,87,95,NA,94,NA,0,67,94,80,80,90
360071,44,NA,129,232,NA,NA,NA,NA,NA,NA,60,0,24,60,NA,88,43
360072,83,high,163,230,NA,2,86,100,NA,100,NA,8,73,91,92,88,89
360075,100,high,126,380,NA,1,100,98,NA,NA,68,NA,44,74,37,78,78
360076,88,medium,148,237,NA,1,73,NA,NA,NA,NA,0,68,88,85,87,88
360077,54,very high,172,247,NA,1,84,58,NA,98,NA,4,58,79,67,85,90
360078,103,low,151,332,NA,1,81,98,NA,NA,NA,0,40,79,NA,62,89
360079,145,very high,144,259,NA,3,NA,80,NA,99,NA,0,46,72,48,73,91
360080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360081,183,medium,111,171,NA,1,NA,100,NA,NA,50,11,46,74,42,77,93
360082,61,high,115,230,NA,1,82,100,NA,NA,59,NA,49,84,65,75,87
360084,109,very high,138,244,NA,1,93,NA,NA,NA,NA,1,53,81,72,77,86
360085,196,very high,292,NA,NA,6,NA,97,NA,NA,NA,2,30,76,NA,63,47
360086,281,NA,168,414,NA,NA,82,NA,NA,NA,NA,0,41,71,73,69,80
360087,45,medium,111,212,NA,1,NA,77,NA,NA,NA,NA,57,90,60,74,92
360089,64,medium,124,181,NA,0,79,100,NA,NA,66,0,58,79,50,85,91
360090,86,medium,153,234,NA,1,NA,90,NA,NA,NA,2,49,84,68,79,76
360091,58,medium,164,263,NA,0,85,83,NA,NA,53,NA,54,84,55,78,85
360092,52,low,134,208,NA,0,81,99,NA,NA,NA,1,56,77,NA,81,97
360095,59,medium,126,291,NA,0,96,97,NA,100,NA,1,94,99,100,98,96
360096,72,medium,125,256,NA,0,68,72,NA,NA,83,NA,85,97,NA,87,100
360098,107,very high,163,277,NA,1,75,94,NA,NA,NA,0,53,85,86,76,78
360107,56,low,120,215,NA,1,100,84,NA,NA,NA,12,45,76,NA,71,81
360109,90,medium,90,302,NA,0,88,100,NA,NA,NA,NA,83,98,NA,84,100
360112,147,NA,124,226,NA,NA,NA,NA,NA,NA,NA,0,49,75,65,74,88
360118,146,NA,148,216,NA,NA,71,NA,NA,NA,NA,4,57,85,64,78,94
360121,33,NA,85,251,NA,NA,88,NA,NA,NA,NA,0,34,64,NA,78,86
360123,112,medium,198,343,NA,1,59,100,NA,NA,NA,0,56,85,NA,78,86
360125,59,NA,120,180,NA,NA,71,NA,NA,NA,60,5,53,85,58,81,82
360131,104,medium,124,174,NA,0,89,100,NA,NA,48,NA,52,70,NA,82,96
360132,93,medium,111,231,NA,1,86,78,NA,NA,NA,2,35,64,55,63,86
360133,130,very high,133,186,NA,2,71,90,NA,NA,NA,0,48,80,53,75,83
360134,133,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,0,65,87,47,84,93
360137,126,very high,178,343,NA,1,NA,95,NA,98,NA,2,29,68,NA,64,78
360143,58,high,134,219,NA,1,59,98,NA,NA,42,NA,56,80,57,84,85
360144,68,medium,145,267,NA,2,NA,95,NA,NA,72,NA,54,78,44,83,85
360145,99,very high,134,287,NA,2,65,76,NA,NA,NA,2,33,65,50,66,85
360147,100,very high,112,NA,NA,0,90,87,NA,90,NA,6,67,90,75,80,93
360148,65,low,127,426,NA,1,NA,99,NA,NA,NA,2,74,94,NA,84,98
360150,49,NA,126,168,NA,NA,NA,NA,NA,NA,28,NA,79,98,NA,88,96
360152,59,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,0,37,83,NA,70,69
360155,96,high,170,282,NA,2,81,72,NA,100,NA,3,48,70,53,82,94
360156,45,NA,102,244,NA,NA,NA,NA,NA,NA,NA,4,69,95,NA,96,74
360159,109,high,184,285,NA,1,82,99,NA,100,NA,0,55,85,55,72,87
360161,111,NA,144,257,NA,NA,50,NA,NA,NA,74,2,52,100,NA,83,57
360163,110,very high,161,298,NA,2,NA,99,NA,87,NA,1,36,76,31,60,82
360170,186,NA,133,219,NA,NA,NA,NA,NA,NA,92,3,69,87,69,83,99
360172,78,high,117,300,NA,1,62,100,NA,88,NA,1,36,76,NA,59,74
360174,79,high,121,152,NA,0,61,100,NA,NA,NA,0,71,92,NA,87,85
360175,96,medium,141,140,NA,3,82,90,NA,NA,NA,0,82,90,87,96,97
360179,119,NA,142,159,NA,NA,59,NA,NA,NA,NA,2,64,89,54,84,86
360180,126,very high,151,276,NA,2,67,97,NA,100,57,NA,48,69,65,81,83
360185,72,medium,159,184,NA,2,NA,100,NA,100,53,NA,86,100,83,91,99
360189,51,NA,105,NA,NA,NA,NA,NA,NA,NA,53,0,19,NA,NA,73,14
360192,71,medium,140,361,NA,1,75,100,NA,100,NA,8,44,82,NA,63,84
360197,80,NA,124,207,NA,NA,75,NA,NA,NA,71,0,67,88,NA,82,93
360203,63,medium,118,207,NA,1,87,98,NA,NA,46,0,48,73,NA,81,71
360210,56,NA,120,222,NA,NA,NA,NA,NA,NA,NA,0,72,94,70,86,96
360211,124,medium,174,188,NA,2,20,89,NA,NA,NA,4,42,80,5,64,86
360218,82,NA,201,313,NA,NA,84,NA,NA,NA,NA,0,67,91,97,78,90
360230,67,very high,180,NA,NA,2,94,95,NA,99,NA,3,52,77,60,78,89
360234,112,NA,141,NA,NA,NA,83,NA,NA,NA,NA,3,64,84,91,87,82
360236,91,NA,127,311,NA,NA,78,NA,NA,NA,45,NA,60,83,62,82,86
360239,127,high,112,160,NA,1,NA,55,NA,NA,54,NA,65,89,58,79,93
360245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360259,65,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,2,60,90,63,85,86
360261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360262,100,NA,94,NA,NA,NA,74,NA,NA,NA,NA,NA,49,83,60,75,84
360263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360270,72,low,101,243,NA,0,NA,98,NA,NA,NA,NA,46,NA,NA,77,NA
360276,103,NA,176,NA,NA,NA,40,NA,NA,NA,75,6,65,90,NA,96,71
360348,55,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,1,57,92,80,71,88
360351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360352,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
360354,117,NA,182,231,NA,NA,59,NA,NA,NA,NA,1,30,70,15,63,76
360355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360358,44,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360359,130,high,167,NA,NA,1,86,100,NA,NA,NA,NA,62,87,NA,87,86
360360,155,high,143,320,NA,2,76,75,NA,100,NA,1,47,77,39,76,95
360361,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360362,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA
360364,40,NA,164,146,NA,NA,NA,NA,NA,NA,57,NA,56,86,62,74,93
360365,79,low,110,NA,NA,0,88,NA,NA,NA,NA,NA,24,54,NA,72,62
360366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361300,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361301,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361303,NA,NA,91,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361304,66,low,88,140,NA,1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
361306,9,NA,76,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361307,55,low,NA,NA,NA,1,NA,100,NA,NA,NA,NA,75,97,NA,88,87
361308,51,low,116,NA,NA,0,NA,92,NA,NA,43,NA,64,100,NA,86,NA
361309,52,NA,109,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361310,49,low,118,NA,NA,0,NA,36,NA,NA,NA,NA,44,87,NA,78,67
361311,64,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361312,194,NA,101,116,NA,NA,75,NA,NA,NA,NA,NA,49,85,NA,86,63
361313,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,85,NA,93,NA
361314,60,NA,110,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361315,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361316,77,low,101,169,NA,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361318,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361319,NA,low,84,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361320,68,low,128,290,NA,2,72,NA,NA,NA,59,NA,65,86,NA,93,79
361321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361322,40,low,98,NA,NA,0,NA,89,NA,NA,NA,0,NA,NA,NA,NA,NA
361323,50,low,80,148,NA,0,NA,NA,NA,NA,NA,0,57,NA,NA,86,NA
361324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361325,78,low,132,NA,NA,1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361326,79,NA,124,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
361329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361330,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361331,67,low,120,224,NA,1,86,NA,NA,NA,NA,NA,33,47,NA,70,NA
361332,82,low,102,NA,NA,1,NA,100,NA,NA,NA,8,NA,NA,NA,NA,NA
361333,63,NA,115,282,NA,NA,68,NA,NA,NA,NA,0,43,75,NA,61,92
361334,64,low,82,93,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
363300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370001,278,NA,240,492,NA,NA,NA,NA,NA,NA,NA,2,38,72,49,66,82
370002,34,low,84,150,NA,0,65,NA,NA,NA,NA,2,81,100,NA,85,97
370004,48,low,81,74,NA,0,94,98,NA,NA,NA,0,63,84,64,85,90
370006,73,low,120,129,63,3,NA,100,NA,NA,NA,0,50,75,45,80,88
370008,100,NA,128,163,NA,NA,95,NA,NA,NA,NA,4,65,88,94,83,85
370013,71,high,146,166,NA,1,NA,100,NA,99,NA,3,57,83,56,79,85
370014,75,medium,124,197,NA,1,81,100,NA,NA,NA,1,77,99,94,83,92
370015,45,low,92,NA,NA,0,NA,91,NA,NA,56,NA,NA,NA,NA,NA,NA
370016,61,low,121,NA,NA,1,NA,100,NA,NA,NA,0,55,71,58,82,95
370018,74,medium,143,121,NA,2,76,77,NA,NA,NA,2,37,59,18,71,89
370019,76,low,80,125,62,0,NA,92,NA,NA,NA,4,53,76,62,84,85
370020,58,medium,140,271,56,2,88,89,NA,100,NA,0,66,82,NA,83,97
370022,61,low,107,222,NA,3,100,89,NA,NA,29,0,67,90,75,82,93
370023,31,medium,130,NA,NA,0,86,100,NA,NA,38,2,54,92,81,73,82
370025,88,medium,183,166,NA,3,91,88,NA,76,NA,0,39,70,NA,61,98
370026,69,medium,114,157,NA,1,NA,100,NA,NA,NA,2,76,93,100,82,100
370028,93,very high,165,NA,NA,1,NA,94,NA,84,NA,2,61,84,53,83,91
370029,62,low,106,134,NA,0,NA,83,NA,NA,NA,0,65,85,NA,85,84
370030,50,NA,75,159,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,75,58
370034,80,medium,150,164,NA,2,73,83,NA,NA,NA,5,70,86,NA,85,98
370037,128,low,100,184,NA,2,NA,97,NA,91,NA,2,53,81,63,79,83
370039,62,low,126,162,NA,1,82,100,NA,NA,65,2,84,97,NA,94,86
370041,34,low,99,143,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
370047,94,medium,100,233,67,1,86,100,NA,100,NA,9,64,84,56,85,94
370049,57,medium,109,129,NA,1,95,63,NA,100,NA,0,68,87,82,82,99
370054,74,low,87,88,91,1,78,92,NA,NA,NA,NA,74,91,NA,85,99
370056,183,NA,142,NA,NA,NA,80,92,NA,100,NA,0,38,70,NA,67,81
370057,58,low,122,244,NA,3,NA,78,44,NA,NA,NA,69,100,NA,69,100
370078,67,high,80,NA,NA,1,NA,69,NA,NA,NA,2,42,92,NA,69,52
370083,86,low,136,160,NA,2,NA,NA,NA,NA,NA,NA,25,NA,NA,67,NA
370089,55,medium,130,174,NA,4,NA,100,NA,46,NA,3,59,84,NA,79,91
370091,99,very high,208,324,NA,4,NA,86,NA,89,NA,1,34,63,NA,60,84
370093,109,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,0,77,91,91,86,100
370094,98,medium,137,226,NA,3,NA,83,NA,NA,NA,5,53,78,89,85,80
370097,72,medium,152,NA,NA,2,NA,100,NA,NA,NA,4,87,98,NA,90,100
370099,74,low,116,NA,NA,0,NA,70,NA,NA,NA,NA,70,93,NA,76,100
370100,78,low,127,223,NA,8,77,70,NA,NA,179,NA,NA,NA,NA,NA,NA
370106,73,very high,66,280,NA,1,84,100,NA,NA,NA,3,65,86,95,82,91
370112,45,low,104,237,NA,3,NA,100,NA,NA,NA,NA,64,100,NA,68,92
370113,40,low,98,152,NA,0,83,100,NA,NA,NA,0,66,80,NA,87,94
370114,111,high,203,280,NA,1,75,97,NA,NA,NA,2,46,82,22,68,86
370139,33,low,86,NA,NA,0,NA,100,NA,NA,NA,NA,27,NA,NA,55,NA
370149,70,high,107,NA,NA,1,86,97,NA,NA,NA,2,74,91,54,97,89
370153,4,low,80,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370158,40,low,72,NA,NA,1,NA,91,NA,NA,NA,NA,33,71,NA,63,75
370166,158,low,102,120,NA,7,NA,NA,NA,NA,NA,NA,19,NA,NA,41,NA
370170,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370171,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,87,NA,84,83
370172,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
370173,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,67,89,NA,76,100
370178,51,low,110,140,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370180,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,95,NA,91,96
370183,42,NA,109,156,NA,NA,NA,NA,NA,NA,NA,NA,76,100,NA,82,NA
370190,NA,NA,NA,NA,NA,NA,NA,100,NA,97,NA,NA,64,NA,NA,73,NA
370192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370199,NA,low,135,NA,NA,0,NA,100,NA,NA,NA,0,NA,NA,NA,NA,NA
370201,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370202,124,NA,180,207,NA,NA,NA,NA,NA,NA,NA,7,50,82,71,74,84
370203,48,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
370206,NA,low,135,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370210,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370211,59,medium,111,112,NA,0,NA,100,NA,NA,NA,0,56,82,NA,76,86
370212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370215,116,low,125,NA,NA,0,NA,NA,NA,NA,NA,NA,99,100,100,99,100
370216,NA,low,126,NA,NA,0,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
370218,125,medium,206,NA,NA,5,75,92,NA,NA,NA,0,65,95,91,75,88
370220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370222,48,low,68,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370227,90,medium,119,154,NA,1,NA,86,NA,NA,NA,0,56,96,NA,66,95
370228,47,NA,144,208,NA,NA,NA,NA,NA,NA,NA,0,92,100,NA,92,100
370229,40,low,85,81,NA,1,60,100,NA,NA,NA,NA,52,93,NA,82,48
370234,123,low,101,NA,NA,1,NA,NA,NA,NA,NA,NA,100,100,NA,100,100
370235,64,medium,134,NA,NA,2,NA,98,NA,NA,NA,NA,67,95,NA,77,92
370236,50,medium,114,200,NA,1,NA,100,NA,NA,NA,0,50,74,56,78,96
370237,52,low,93,177,NA,0,NA,100,NA,NA,NA,NA,68,80,NA,92,95
370240,54,medium,49,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371300,NA,low,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371302,NA,low,97,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371304,NA,low,62,173,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371305,46,low,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371306,NA,low,80,214,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371307,15,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371310,NA,low,90,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371311,18,low,92,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371312,NA,low,104,224,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371313,NA,low,72,101,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371314,15,low,88,127,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371316,49,NA,78,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371317,NA,low,78,161,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371318,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371319,NA,low,94,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371320,22,low,98,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371321,43,low,88,124,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371322,84,low,68,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371323,NA,low,120,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371324,33,low,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371325,51,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371326,64,low,76,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371327,18,low,116,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371329,36,low,99,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371330,NA,low,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371331,30,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371332,NA,low,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371333,48,low,92,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371334,NA,low,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371336,28,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371337,95,low,125,180,NA,3,55,69,NA,NA,NA,2,NA,NA,NA,NA,NA
371338,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371340,65,low,117,123,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371341,25,NA,144,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371342,NA,low,208,320,NA,2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380001,146,low,154,170,NA,3,NA,29,NA,90,NA,0,39,64,NA,76,76
380002,100,high,172,188,NA,3,83,96,NA,100,27,0,29,92,NA,61,36
380004,101,very high,194,355,NA,2,60,100,NA,95,NA,4,44,81,50,72,64
380005,69,low,99,NA,NA,1,NA,75,NA,NA,NA,0,43,93,NA,67,62
380007,123,very high,166,306,NA,3,NA,88,NA,NA,NA,7,35,76,NA,57,61
